id,question,answer,issue_id
24788,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","March 2 ,2020 @9:07am..Everyday all day",7493230
24789,"Please provide the make, model and license plate number of the vehicle, if known. ","White Cadillac truck..EEK2203",7493230
24782,"What is the nature of the issue?  ","None of the above (see below)",7496077
24783,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","parking on sidewalk all the time",7496077
24784,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","9:36 pm ..March 2,2020",7496077
24785,"Please provide the make, model and license plate number of the vehicle, if known. ",5MPC82,7496077
24778,"What is the nature of the issue?  ",Speeding,7506802
24779,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7506802
24780,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All hours, esp. evenings and weekends.",7506802
24781,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7506802
24774,"What is the nature of the issue?  ","None of the above (see below)",7515463
24775,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","CARS BLOCK SIDEWALK",7515463
24776,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","NIGHT 10PM to 6AM",7515463
24777,"Please provide the make, model and license plate number of the vehicle, if known. ","RED JEEP AND SILVER FORD CAR",7515463
24770,"What is the nature of the issue?  ",Speeding,7519379
24771,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7519379
24772,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Everyday, especially early mornings or evenings",7519379
24773,"Please provide the make, model and license plate number of the vehicle, if known. ","license plate unknown, there is a black Honda Civic and two other Honda’s that do this.",7519379
24766,"What is the nature of the issue?  ","Truck driving on restricted street",7519835
24767,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","kid playing basketball in middle of street",7519835
24768,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","everyday the sunshine",7519835
24769,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7519835
24762,"What is the nature of the issue?  ",Speeding,7520204
24763,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Drivers doesn't respect the residential speed limits. our  children and oldest people are on risk to be kill for those drivers.",7520204
24764,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","mornings,afternoons, evening and during night time.",7520204
24765,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7520204
24758,"What is the nature of the issue?  ","None of the above (see below)",7521321
24759,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","improper parking",7521321
24760,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",everyday,7521321
24761,"Please provide the make, model and license plate number of the vehicle, if known. ","caddilac Escalade pick up",7521321
24754,"What is the nature of the issue?  ","None of the above (see below)",7521392
24755,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","always parking on sidewalk..People have to walk in street..WHY..WHY",7521392
24756,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","12:51 pm ..Saturday Match 7,2020 all day everyday",7521392
24757,"Please provide the make, model and license plate number of the vehicle, if known. ","white suv Cadillac  EEK 2203",7521392
24750,"What is the nature of the issue?  ","None of the above (see below)",7521874
24751,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","parking on sidewalk different time of day.. pedestrians have to walk in the street",7521874
24752,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","3/8/2020 Sunday",7521874
24753,"Please provide the make, model and license plate number of the vehicle, if known. ","white SUV Cadillac- EEK 2203",7521874
24746,"What is the nature of the issue?  ",Speeding,7522841
24747,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","nuisance to dense residential neighborhood nearby",7522841
24748,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","potential zoning ordinance violation and potential un-permitted event. Sunday March 8, 2pm-present",7522841
24749,"Please provide the make, model and license plate number of the vehicle, if known. ","multiple makes, mainly Chevy",7522841
24742,"What is the nature of the issue?  ",Speeding,7522880
24743,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","daily speeders and day drinkers lots of drug use high crime area",7522880
24744,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",daily,7522880
24745,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7522880
24738,"What is the nature of the issue?  ","None of the above (see below)",7526294
24739,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","park on sidewalk",7526294
24740,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","every day",7526294
24741,"Please provide the make, model and license plate number of the vehicle, if known. ","Van, Lincoln",7526294
24734,"What is the nature of the issue?  ","Truck driving on restricted street",7530290
24735,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7530290
24736,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",3/10/2020,7530290
24737,"Please provide the make, model and license plate number of the vehicle, if known. ","Willie express LLC us dot#2993269",7530290
24730,"What is the nature of the issue?  ","None of the above (see below)",7542029
24731,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","sidewalk is blocked",7542029
24732,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Thurs March 12 at 9am",7542029
24733,"Please provide the make, model and license plate number of the vehicle, if known. ","I don’t know serial number of the scooter",7542029
24726,"What is the nature of the issue?  ",Speeding,7542343
24727,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Possible theft ring, improper disposal of car parts",7542343
24728,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Monday thru Sunday  everyday of the week",7542343
24729,"Please provide the make, model and license plate number of the vehicle, if known. ","Navy Blue Impala, gray ford escape, silver Pontiac g6, tan chevy trailblazer, brown old model tahoe, white older conversion van.",7542343
24722,"What is the nature of the issue?  ",Speeding,7551967
24723,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7551967
24724,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","weekends and weekdays",7551967
24725,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7551967
24718,"What is the nature of the issue?  ","None of the above (see below)",7553589
24719,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","illegal basketball hoop blocking handicapped person parking space.",7553589
24720,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day",7553589
24721,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7553589
24714,"What is the nature of the issue?  ","None of the above (see below)",7554918
24715,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Cars parked across sidewalk on major thoroughfare",7554918
24716,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All day.",7554918
24717,"Please provide the make, model and license plate number of the vehicle, if known. ","EFA 7012",7554918
24710,"What is the nature of the issue?  ",Speeding,7556381
24711,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7556381
24712,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","aftre 8pm",7556381
24713,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7556381
24706,"What is the nature of the issue?  ","None of the above (see below)",7560588
24707,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","someone is putting up their own illegal roadblocks, blocking traffic",7560588
24708,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",constant,7560588
24709,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7560588
24702,"What is the nature of the issue?  ","None of the above (see below)",7574361
24703,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","parking on sidewalk all the time",7574361
24704,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Saturday 3/21/2020 @12:02 pm ..all the time different time of day",7574361
24705,"Please provide the make, model and license plate number of the vehicle, if known. ","EC6 8672",7574361
24698,"What is the nature of the issue?  ","None of the above (see below)",7574429
24699,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7574429
24700,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","3-21-2020 Morning, afternoon and evening. ongoing problem.",7574429
24701,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7574429
24694,"What is the nature of the issue?  ",Speeding,7583599
24695,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7583599
24696,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All hours, more in the evening and night",7583599
24697,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7583599
24690,"What is the nature of the issue?  ",Speeding,7583608
24691,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","residential area. seniors citizens. children.  Crazy drivers hazard for our community.",7583608
24692,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","any time. now a sport vehicle green olive  color is driving as crazy person.",7583608
24693,"Please provide the make, model and license plate number of the vehicle, if known. ","green olive color . automobile.",7583608
24686,"What is the nature of the issue?  ","Driving wrong way on one-way street",7583623
24687,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","people driving wrong way one one way street.",7583623
24688,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day long",7583623
24689,"Please provide the make, model and license plate number of the vehicle, if known. ",many,7583623
24682,"What is the nature of the issue?  ",Speeding,7588876
24683,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Please patrol street",7588876
24684,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","afternoon and evening",7588876
24685,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7588876
24678,"What is the nature of the issue?  ","None of the above (see below)",7596123
24679,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Driving on sidewalk and parking on the front lawn.",7596123
24680,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","March 27,2020 @ 1:35pm this is ongoing problem at president (days, afternoon and night.",7596123
24681,"Please provide the make, model and license plate number of the vehicle, if known. ","License plate EDM3690. Black 4 door SUV",7596123
24674,"What is the nature of the issue?  ",Speeding,7596732
24675,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7596732
24676,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",afternoon,7596732
24677,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7596732
24670,"What is the nature of the issue?  ",Speeding,7596808
24671,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7596808
24672,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","5:10 pm",7596808
24673,"Please provide the make, model and license plate number of the vehicle, if known. ","Late model black Camero",7596808
24666,"What is the nature of the issue?  ",Speeding,7600725
24667,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7600725
24668,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","afternoon, evening",7600725
24669,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7600725
24662,"What is the nature of the issue?  ",Speeding,7605696
24663,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7605696
24664,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","3:10 p.m.",7605696
24665,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7605696
24658,"What is the nature of the issue?  ",Speeding,7606409
24659,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7606409
24660,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","just now",7606409
24661,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7606409
24654,"What is the nature of the issue?  ","None of the above (see below)",7611922
24655,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","parking on sidewalk",7611922
24656,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Tuesday March 31,2020@11:30pm Mon-Sun",7611922
24657,"Please provide the make, model and license plate number of the vehicle, if known. ","ECM 9964 White Cadillac",7611922
24650,"What is the nature of the issue?  ",Speeding,7614772
24651,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7614772
24652,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","afternoon, evening",7614772
24653,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7614772
24646,"What is the nature of the issue?  ","None of the above (see below)",7616340
24647,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","loud music in car at night, around 10pm",7616340
24648,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","last couple of nights",7616340
24649,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7616340
24642,"What is the nature of the issue?  ",Speeding,7619944
24643,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7619944
24644,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","5:10 p.m.",7619944
24645,"Please provide the make, model and license plate number of the vehicle, if known. ","Black two door BMW",7619944
24638,"What is the nature of the issue?  ",Speeding,7623406
24639,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7623406
24640,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","12:27 p.m.",7623406
24641,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7623406
24634,"What is the nature of the issue?  ",Speeding,7623550
24635,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7623550
24636,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","1:00 p.m.",7623550
24637,"Please provide the make, model and license plate number of the vehicle, if known. ","White Chrysler 200",7623550
24630,"What is the nature of the issue?  ",Speeding,7623777
24631,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7623777
24632,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day",7623777
24633,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7623777
24626,"What is the nature of the issue?  ","None of the above (see below)",7624478
24627,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","always parking on sidewalk  Sat thru Sun ..all different time of day",7624478
24628,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","April 3,2020(Fri) @ 5:45 pm",7624478
24629,"Please provide the make, model and license plate number of the vehicle, if known. ","EBF 5854",7624478
24622,"What is the nature of the issue?  ",Speeding,7626675
24623,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7626675
24624,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","11:17 a.m.",7626675
24625,"Please provide the make, model and license plate number of the vehicle, if known. ","Black four-door GM?",7626675
24618,"What is the nature of the issue?  ","None of the above (see below)",7628507
24619,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Adult places B-ball rim curbside for children that appear to be may 7&8 to play B-ball unsupervised on busy residential street.",7628507
24620,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Daily 4p-7p",7628507
24621,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7628507
24614,"What is the nature of the issue?  ",Speeding,7629643
24615,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7629643
24616,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","6:34 p.m. Sunday 4/5.",7629643
24617,"Please provide the make, model and license plate number of the vehicle, if known. ","Dodge Charger blue/purple",7629643
24610,"What is the nature of the issue?  ",Speeding,7631629
24611,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","There is a 4 way stop at Whitehill and Casino, the cars aren't even slowing down at the stop sign. requesting speed bumps.",7631629
24612,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Every night, mostly between 10pm and 2am. also happens during the day.",7631629
24613,"Please provide the make, model and license plate number of the vehicle, if known. ","red Chrysler 300 and others.",7631629
24606,"What is the nature of the issue?  ",Speeding,7633091
24607,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7633091
24608,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","4:40 p.m. 4/6.",7633091
24609,"Please provide the make, model and license plate number of the vehicle, if known. ","Pontiac? Tinted windows.",7633091
24602,"What is the nature of the issue?  ",Speeding,7638412
24603,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Someone is going to get killed.",7638412
24604,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","4:10 p.m.",7638412
24605,"Please provide the make, model and license plate number of the vehicle, if known. ","White Chrysler 300",7638412
24598,"What is the nature of the issue?  ",Speeding,7642206
24599,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7642206
24600,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","9:48 a.m.",7642206
24601,"Please provide the make, model and license plate number of the vehicle, if known. ","Tan Chevy pickup, lifted.",7642206
24594,"What is the nature of the issue?  ",Speeding,7642514
24595,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","All hours of Day and night vehicles travel at high speeds with no regard to the neighborhood or homeowners.",7642514
24596,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","24/7 Sunday - Saturday",7642514
24597,"Please provide the make, model and license plate number of the vehicle, if known. ","Too many to log.",7642514
24590,"What is the nature of the issue?  ","Disregarding traffic control device",7644315
24591,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7644315
24592,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","7 DAYS A WEEK 24HRS A DAY",7644315
24593,"Please provide the make, model and license plate number of the vehicle, if known. ","ALL CARS/TRUCKS & EVEN SEMI",7644315
24586,"What is the nature of the issue?  ","None of the above (see below)",7656090
24587,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","parking all type of day ..Sun-Sat..",7656090
24588,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Saturday April 11,2020 @8:30am",7656090
24589,"Please provide the make, model and license plate number of the vehicle, if known. ",EEK2203,7656090
24582,"What is the nature of the issue?  ","None of the above (see below)",7656841
24583,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7656841
24584,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Sat ..April 11,2020 @2:45pm..Sun-Sat",7656841
24585,"Please provide the make, model and license plate number of the vehicle, if known. ","EFK 6838..Black Durango",7656841
24578,"What is the nature of the issue?  ",Speeding,7657352
24579,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7657352
24580,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Any day of the week. Day or night.",7657352
24581,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7657352
24574,"What is the nature of the issue?  ","None of the above (see below)",7665894
24575,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","always parked on sidewalk all types of day and time",7665894
24576,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Monday 4-13-2020@ 5:27pm",7665894
24577,"Please provide the make, model and license plate number of the vehicle, if known. ","EBV2363(car).... EEK-2203(SUV)",7665894
24570,"What is the nature of the issue?  ",Speeding,7667864
24571,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","How long before someone gets hit ans dies. Sidewalk is impassible on this street",7667864
24572,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","4:00 p.m.",7667864
24573,"Please provide the make, model and license plate number of the vehicle, if known. ","Late model black Jeep Grand Cherokee",7667864
24566,"What is the nature of the issue?  ",Speeding,7674688
24567,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","fines need to be issued",7674688
24568,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","1,2, 3, 4 am",7674688
24569,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7674688
24562,"What is the nature of the issue?  ",Speeding,7680883
24563,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","speeding and stop sign violations",7680883
24564,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day every single day",7680883
24565,"Please provide the make, model and license plate number of the vehicle, if known. ","75% of cars that drive this way",7680883
24558,"What is the nature of the issue?  ",Speeding,7687348
24559,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","During the summer months, there are 3 to 5 accidents on the corner of Laing and Casino. There are yield signs on Casino but they go right through them. If I may request, I would like to see speed bumps put in place.",7687348
24560,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","They are speeding and running through the yield signs daily.",7687348
24561,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7687348
24554,"What is the nature of the issue?  ",Speeding,7687559
24555,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7687559
24556,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","2:34 p.m.",7687559
24557,"Please provide the make, model and license plate number of the vehicle, if known. ","Mercury Marquis",7687559
24550,"What is the nature of the issue?  ",Speeding,7688074
24551,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7688074
24552,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","6:17 p.m.",7688074
24553,"Please provide the make, model and license plate number of the vehicle, if known. ","white/silver minican",7688074
24546,"What is the nature of the issue?  ","None of the above (see below)",7692098
24547,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7692098
24548,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Monday..4-20-2020 @ 6:22pm",7692098
24549,"Please provide the make, model and license plate number of the vehicle, if known. ","DMA 8444",7692098
24542,"What is the nature of the issue?  ","None of the above (see below)",7696873
24543,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ",daily,7696873
24544,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",daily,7696873
24545,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7696873
24538,"What is the nature of the issue?  ",Speeding,7704659
24539,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","speeding through stop signs",7704659
24540,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","today 4:30 in the morning",7704659
24541,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7704659
24534,"What is the nature of the issue?  ",Speeding,7707323
24535,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7707323
24536,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","4:37 p/m/",7707323
24537,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7707323
24530,"What is the nature of the issue?  ","None of the above (see below)",7711218
24531,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","blocked sidewalk",7711218
24532,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","continuously. Since early April",7711218
24533,"Please provide the make, model and license plate number of the vehicle, if known. ","no vehicle",7711218
24526,"What is the nature of the issue?  ","None of the above (see below)",7711220
24527,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","blocked sidewalk",7711220
24528,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","continuously. Since early April",7711220
24529,"Please provide the make, model and license plate number of the vehicle, if known. ","no vehicle",7711220
24522,"What is the nature of the issue?  ",Speeding,7713172
24523,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","To add to complaint #7644315 speeding & now racing is an issue. Drivers know this area is not being monitored so no rules apply. This area is already a hot spot & it’s just getting worse. Not even summertime yet. Tire skid marks on freshly laid concrete from construction work just completed a few months ago.",7713172
24524,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",24/7,7713172
24525,"Please provide the make, model and license plate number of the vehicle, if known. ","All make & model",7713172
24518,"What is the nature of the issue?  ","None of the above (see below)",7716386
24519,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","it’s not just the speed. it’s the noise too and they go up on the sidewalks",7716386
24520,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","evenings and weekends",7716386
24521,"Please provide the make, model and license plate number of the vehicle, if known. ","one is a mustang",7716386
24514,"What is the nature of the issue?  ",Speeding,7718158
24515,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7718158
24516,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Early AM hours & throughout the day",7718158
24517,"Please provide the make, model and license plate number of the vehicle, if known. ","Chargers/Challengers/Hell Cat Cars",7718158
24510,"What is the nature of the issue?  ",Speeding,7721351
24511,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","A pedestrian will die if nothing is done.",7721351
24512,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All hours",7721351
24513,"Please provide the make, model and license plate number of the vehicle, if known. ","Pontiac? Four door.",7721351
24506,"What is the nature of the issue?  ",Speeding,7721934
24507,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","is kids playing outside and the cars passing to fast is dangers for the community we need a speed bump",7721934
24508,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all the time is not respect for the neighbors we need help to stop this problem",7721934
24509,"Please provide the make, model and license plate number of the vehicle, if known. ","I don’t know it passing to fast and it doesn’t respect stop sign",7721934
24502,"What is the nature of the issue?  ","None of the above (see below)",7722093
24503,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Why are there are  Heil cat Dodger with out a license plate and Jeep Patriotic doing donuts in the park by the basketball court .m.",7722093
24504,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Sunday 4p",7722093
24505,"Please provide the make, model and license plate number of the vehicle, if known. ","helical dodger and Jeep neither had plates",7722093
24498,"What is the nature of the issue?  ","Stop sign violation",7722107
24499,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","everyone , dodge chargers, Jeep, trucks ,",7722107
24500,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","during day and night all days",7722107
24501,"Please provide the make, model and license plate number of the vehicle, if known. ","they don’t have plates everyone took their plates off since no fines due to virus",7722107
24494,"What is the nature of the issue?  ",Speeding,7722113
24495,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","cars are racing down crane and back rohns",7722113
24496,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","3-5 pm all days",7722113
24497,"Please provide the make, model and license plate number of the vehicle, if known. ","black Jeep and not sure other make",7722113
24490,"What is the nature of the issue?  ","Disregarding traffic control device",7722123
24491,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","warren and burns",7722123
24492,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","at night all days",7722123
